ground_truth,alt_best,alt_middle,alt_worst,score_best,score_middle,score_worst
"If the teacher requires John to do it,  John will read the book.",The teachers will require John to read a book.  ,John is required by teachers to read a book.  ,Teachers expect that John will read the book.  ,0.587664,0.5094623,0.39402917
"No, I don't have a car.",I don't have a car.  ,I have no car.  ,There is no car with me.  ,0.8713685,0.75306666,0.6022651
I don't have a car at all.,I have no car at all.  ,I have no car.  ,A car is not mine.,0.8896026,0.7831981,0.5086871
"If there's no snow outside, normally school will be open.","If there is no snow, school is normally open as usual.  ","As there is no snow, the school remains open regularly.  ",Schools continue to operate normally in the absence of snow.,0.7554897,0.62780225,0.48045
I wish there was pineapple cream cheese.,I'm hungry and wish I had pineapple cream cheese.  ,"Being hungry, I wish for some pineapple cream cheese.  ",Pineapple cream cheese is what I wish for when I'm hungry.  ,0.74174535,0.6106361,0.49738026
I really do have pineapple cream cheese.,Do you really have pineapple cream cheese?,Have you really got pineapple cream cheese?,Are you sure you have pineapple cream cheese?,0.7434278,0.6528277,0.5775734
The teacher didn't make the reading required so John didn't read.,The teacher doesn’t require reading if John isn’t doing it.  ,That teacher doesn't make them read if John isn't reading.  ,They don't have to read as long as John doesn't.  ,0.5418027,0.49709558,0.33542475
"You're wrong, that is not pineapple cream cheese. I prefer lox.",You are wrong. I don't like pineapple cream cheese. I prefer lox.  ,You're mistaken. I don't like pineapple cream cheese. I like lox more.  ,"You're wrong. It’s not pineapple cream cheese I like, it's lox that I prefer.  ",0.81375897,0.76779354,0.66385233
I'm excited for when my friend and I go to the concert.,"I'm excited about the guitar, despite my friend leaving.","My friend left, I'm excited about the guitar.",The departure of my friend thrills me about the guitar.,0.5478245,0.46478656,0.36488342
"No, I wouldn't stop vomiting if I had pineapple cream cheese. Lox only is fine with me.","If it's only pineapple cream cheese, I don't like it, but I'm okay with lox.  ","I don't mind if there's pineapple cream cheese, as long as there's lox.  ","Pineapple cream cheese by itself is terrible to me, but lox makes it okay.  ",0.49924988,0.45979992,0.41936994
"You are wrong. No, I prefer lox, I don`t like pineapple cream cheese.","Am I wrong in thinking that you don't like pineapple cream cheese, which is my favorite?",Is it that you don't like the pineapple cream cheese that I favor?,Is it correct that my preferred pineapple cream cheese is not to your taste?,0.46046847,0.41918913,0.36933324
"No, I would not stop vomitting if I ate pineapple cream cheese. I prefer lox.","If I consume pineapple cream cheese, I end up vomiting; I prefer lox.  ","I hate it if I eat pineapple with cream cheese, I favor lox.  ",Pineapple cream cheese makes me vomit; my favorite is lox.  ,0.6762953,0.58884776,0.5249064
"Nope, I don't have a car.",I don't own a car.  ,I don't have any car at all.  ,There's no car that I own.  ,0.7411821,0.65984887,0.5024827
Mary arrived in Chicago last week.,Mary arrived in Chicago last week.  ,Mary reached Chicago last week.  ,"Last week, Mary was in Chicago.  ",1.0,0.8612949,0.6719906
Now Mary knows John.,Now Mary knows John.  ,"At this moment, Mary knows John.  ",Mary is acquainted with John now.  ,0.9999989,0.73739374,0.6992215
Maybe Mary will buy a car.,Perhaps Mary will purchase a car soon.  ,Mary may decide to buy a car in the future.  ,Mary could be paying for a car in the future.  ,0.86706346,0.7154133,0.63110924
John came yesterday and left.,John came yesterday at the same time and left.  ,John visited and left at the same time yesterday.,"John arrived yesterday, then departed at the same time.  ",0.79474473,0.7120635,0.60106933
Mary bought a car yesterday.,Mary bought a car here yesterday.  ,Mary paid for a car at this location yesterday.  ,"Yesterday, Mary paid for a car at this location.  ",0.91545373,0.67554235,0.619552
"Wow, Mary gave birth to a big baby.","Mary was born a really big baby, incredible!","Mary was surprisingly large when she was born, wow!",The birth of Mary was remarkable because she was so big.,0.62209654,0.5814617,0.47359797
Mary has a good car now.,"Mary has a good car now, thank you.","Mary has a nice car by now, thank you.","Mary at present has a nice car, thank you.",0.75771254,0.6784496,0.6338335
Mary used to teach but now she works online.,"Mary used to teach, but now she works online.  ","Mary used to teach, but she is now doing internet work.","Mary taught before, but now she is involved in internet work.  ",0.9813792,0.80863214,0.7347171
John reads many books.,John reads many books.  ,John loves to read many books.  ,John is someone who reads a lot of books.  ,0.9999989,0.79034823,0.7098326
What did John decide yesterday?,What decision did John make yesterday?  ,"What did John do yesterday, after deciding?  ","John's decision was about what, yesterday?  ",0.8921147,0.77625036,0.49431375
Maybe John will live here.,Maybe John will live here in the future.  ,There's a chance John will live here in the future.  ,Perhaps John will make this his home in the future.  ,0.8724351,0.72561574,0.6884917
My car is here.,My car is here.  ,Here is my car.  ,My car's location is here.  ,1.0,0.674919,0.64720637
Mary arrived late.,Mary arrived late.  ,Mary got there late.  ,Mary is going to be late.  ,1.0,0.8496032,0.6054365
John decided he would buy the car.,John decided to buy a car.  ,John has made the decision to pay for a car.  ,John finished deciding to buy a car.  ,0.82793987,0.6790192,0.62135565
Mary decided to buy a new car.,Mary decided to buy a new car.  ,Mary is deciding to buy a new car.  ,Mary has made the decision to pay for a new car.,0.99999785,0.88336223,0.7388293
Now the two of us know who arrived yesterday.,Now we know who arrived yesterday.  ,I know who arrived yesterday now.  ,I know who came yesterday now.  ,0.850135,0.74027586,0.6783478
What did Mary find yesterday? She found a mouse.,"What did Mary find to do yesterday, was it a mouse or fiction?  ","Yesterday, did Mary find out what to do and was it related to a mouse or fiction?  ","Mary found out what she was supposed to do yesterday, was it about a mouse or something fictional?  ",0.5944627,0.43900362,0.3588906
What does Mary own a lot of?,Mary took on a lot of different activities.  ,She accepted lots of things to complete.  ,Mary embraced many duties to perform.  ,0.46716547,0.3762849,0.28591463
What did John decide yesterday?,What decision did John make yesterday?  ,"Yesterday, what did John decide to do?  ","Yesterday, John decided to do what?  ",0.8921147,0.79004836,0.5689136
Mary decided to tell John.,Mary decided to tell John about the future.  ,Mary has decided to tell John about the future.  ,Mary is going to tell John about the future.  ,0.8140906,0.750341,0.67771214
Maybe John will move here.,"""Not sure, maybe in the future John will move.""","""I am unsure, perhaps John might move somewhere in the future.""","""I don't know, but maybe John plans to move somewhere sometime.""",0.533657,0.46890092,0.4183048
Her car is here.,Their car is here.  ,The car they have is here.  ,This is where their car is.  ,0.95366657,0.7375138,0.65433353
"Mary enjoys acting, not reading.",Mary enjoys acting but not reading.  ,Mary does not like to act or read.  ,Mary finds no joy in acting or reading.  ,0.84676266,0.6116281,0.5774449
John has a different car.,John has multiple cars.  ,He owns several different cars.  ,He owns diverse cars.  ,0.7993863,0.62813705,0.5400118
Mary has a different bike.,Mary has a different bike.  ,"She, Mary, owns a different bicycle.   ",Mary's bicycle is different from others.,1.0,0.7308436,0.6541086
"Yesterday, it rained four times.","Yesterday, it rained multiple times.  ",Yesterday had rain showers four times or more.  ,There were four-plus rain showers yesterday.,0.9244064,0.6488878,0.5874938
Mary knows it rained here yesterday.,Mary knows it rained here yesterday.,"Mary, I know it rained here yesterday.","Mary, I was aware it was raining here yesterday.",0.99999964,0.68936616,0.64007884
Mary owns many different cars.,Mary receives many different cars.  ,Mary is okay with many different cars.  ,Mary accepts a variety of cars.  ,0.81423044,0.7267603,0.631448
"Mary's not here, she just left.","She is not here, Mary just left.  ","Mary is gone, she recently left.  ","She has departed, Mary is not present.  ",0.84336174,0.7047453,0.61735857
Mary loves many men.,Mary loves many men.  ,Mary cares for many men.  ,Mary is in love with many different men.  ,0.9999993,0.82890326,0.7545471
The man and the woman arrived here together.,Five men and five women arrive together here.   ,"Five men, five women, arrive here, going steady.   ",Five men and five women come together to this place.   ,0.6420746,0.5938111,0.53230834
John tells Mary many lies.,John told Mary many lies.  ,John lied to Mary a lot.  ,John's been lying to Mary a lot.  ,0.96090883,0.7811996,0.6997943
John arrived yesterday.,John arrived yesterday.  ,John showed up yesterday.  ,John was here as of yesterday.,0.9999993,0.8316209,0.7044345
John and Mary arrived together.,John and Mary arrive together walking steadily.  ,John and Mary are walking together and have arrived.  ,"John and Mary are walking together, arriving in sync.",0.81555057,0.7151915,0.6138301
"I was born and raised in Boston. Now, I have lived here for many years.","I was born and raised in Boston, and I've been living here for many years now.   ","Born in Boston and raised there, I've been living here now for many years.  ","My birthplace is Boston where I grew up, and I've lived here for many years now.  ",0.85638773,0.75011706,0.6518215
My friend told me she/he was born in Chicago.,I informed my friend I was born in Chicago.  ,I let my friend know I was born in Chicago.  ,I said to my friend that I was born in Chicago.  ,0.6822697,0.6504859,0.6245496
Wow. There are so many big cakes of different kinds; do I have to pick one?,"Wow, there are so many different big cakes, I have to pick one, but I'm perplexed.  ","Wow, so many different cakes are big, I have to choose one, perplexed.  ","Wow, look at all these big, different cakes; I have to choose, baffled.  ",0.6738055,0.60913587,0.53616095
"I know I'm late, but I will be finished soon.",I realized late that I will finish soon.  ,I discovered late that I will be done soon.  ,I knew late that I am about to finish.  ,0.5541143,0.51731837,0.4592158
"I used to see the president on TV, but in person, he looks different.","I saw the president on TV in the past, and now in person, the face looks different.  ","I saw the president on TV a long time ago, and now I look at them live, their face is different.  ","Once I saw the president on TV, now live, their appearance has changed.  ",0.8117958,0.6540383,0.5440351
"Yesterday, it rained all day.","Yesterday, it rained all day.  ",There was rain all day yesterday.  ,Rain occurred all day yesterday.  ,1.0,0.8186273,0.7138876
His/Her father left.,Her father left in a confused state.  ,His father seemed puzzled when he went out.  ,"Your dad went out, appearing perplexed.  ",0.5026597,0.41177556,0.34570107
I already told them that I'm going out tomorrow.,I informed you that I've already gone out tomorrow.  ,I've told you I am done going out tomorrow.  ,I’ve already told you I went out tomorrow.  ,0.7125452,0.65343297,0.63254136
We should leave together.,We must leave together.,I need to depart with you.,We have to depart alongside each other.,0.9349511,0.6356873,0.46839908
I know he/she leaves tomorrow.,I know you will leave tomorrow.  ,I know you intend to leave tomorrow.  ,I know that you will be departing tomorrow.  ,0.6099252,0.5661794,0.5334003
What did he/she decide?,What did you decide to do?  ,What did you decide to do about it?  ,What is your decision on what to do next?  ,0.5584977,0.45031857,0.34190035
Mary had a baby girl.,Mary had a baby girl.  ,Mary finished giving birth to a baby girl.  ,A baby girl has been delivered by Mary.  ,1.0,0.76231104,0.6351162
I don't want to read; I want to leave.,"I don't want to read, I want to leave.","I don't want to read, I want to go.","I don't feel like reading, I want to go.",0.91729087,0.827046,0.71867156
Maybe Mary will give birth to a big baby.,"Possibly, Mary will be born as a baby in the future.  ","It's possible for Mary to be born in the future, or it might be a baby.  ",The person named Mary could be born later or perhaps a baby.  ,0.54108936,0.46527147,0.41588035
Mary and John will leave tomorrow.,Mary and John will leave tomorrow.  ,Mary and John plan to leave tomorrow.  ,"Tomorrow, Mary and John plan to leave.  ",0.99999964,0.8930562,0.7978589
I told him/her tomorrow it would rain.,I told you tomorrow it will rain a lot.  ,I told you it will be raining heavily tomorrow.  ,I said to you tomorrow it's going to rain a lot.  ,0.60761267,0.55681705,0.51473355
"Wow, that man recently bought something big, but I can't tell you what it is.","Five men just bought something big, wow, but I can't say what.  ","Those five men made a big purchase, but I'm unable to share what it was.  ","Five men have paid for something huge, however, I'm not permitted to disclose what it was.  ",0.7066651,0.5670609,0.5154353
Pete loves driving; he has many different cars.,Pete loves to drive different cars.  ,He loves driving different cars.  ,He loves driving different kinds of cars.  ,0.78895956,0.71806055,0.6613544
I want to go out now.,Do you want to go out now?  ,Are you wanting to go out right now?  ,Are you thinking about going out right now?,0.67989826,0.53638273,0.4446694
I used to lie but now I tell the truth.,"I used to lie, but now I'm telling the truth.  ","I lied in the past, but now I speak honestly.  ","Long ago I lied, but now I'm being honest.  ",0.8734744,0.73947453,0.64643365
What did John buy today? He bought a big poster.,"After buying the big poster, what does John do?  ",What action does John take after buying the big poster?  ,What action follows John's payment for the large poster?  ,0.58137876,0.48980317,0.36267862
Did you know? the president arrived yesterday,Did you know the President arrived yesterday?  ,Have you heard the President arrived yesterday?  ,You were aware the President arrived yesterday?  ,0.723388,0.6202344,0.44799197
"I wasn't born here, I was born in a different country.","I wasn't born here, I was born in another country.  ",I came from another country; I was not born here.  ,"I originate from a different country, not this one.  ",0.9692368,0.69945705,0.5356821
Where was the man born? He was born in Chicago.,Where were five men born? Chicago?  ,"Five men born, were they in Chicago?  ",Five men were born where? Chicago?  ,0.65564305,0.61089426,0.5535305
Mary and that man leave tomorrow.,Mary indicates that the man is leaving tomorrow.,Mary mentioned that the man is going to depart tomorrow.  ,Mary points out that the man is departing tomorrow.  ,0.62535805,0.5864438,0.5399991
What did Mary's name used to be?,What happened with Mary in the past?  ,What actions did Mary take long ago?  ,How was Mary occupied in the past?  ,0.52421594,0.49714822,0.40142295
He/She knows many different men.,I know many different men.  ,I have met many different men.  ,You know a lot of different men.  ,0.6974235,0.64380544,0.58015436
Maybe tomorrow it will stop raining.,Maybe the rain will stop tomorrow.  ,The rain might stop tomorrow.  ,Rain could finish by tomorrow.  ,0.91906905,0.7995873,0.5227609
I've been here all day; I want to leave.,"I've been here all day, I want to leave.  ","I've been here the entire day, I want to go out.  ",I'm here all day long and I want to go outside.  ,0.94156545,0.78438085,0.6334649
Sue and Ben decided to move here to Boston. They arrived last year.,Sue and Ben decided to move to Boston last year.  ,"Last year, Ben and Sue decided to move to Boston.  ",Ben and Sue moved to Boston after deciding last year.  ,0.8654845,0.7882653,0.64245105
Everyone knows that John left to drive to Maine.,Everyone knows that John left to drive out to Maine.  ,Everyone knows John has taken off to head to Maine by car.,All people know John departed and went driving in Maine.  ,0.9337472,0.72381854,0.6086842
"After the president leaves, I will talk with the reporters.","After the president left, what will I do? I'll speak with the representative.  ","The president is done leaving, what do I do? I'm planning to talk with the spokesperson.  ","The president left, what is my next step? I'm going to talk with the spokesperson.  ",0.64454216,0.50428104,0.43915018
"When the president leaves, I will talk with the reporter.","When the President left, I talked to the assistant and got answers.  ","When the President left, I talked with him and he answered through his assistant.  ","When the President goes, I communicate with the assistant, who answers.  ",0.58737403,0.5519183,0.5010602
It's raining. Would you prefer driving?,Do you prefer driving when it’s raining?  ,Do you like driving when it rains?  ,Is driving in the rain something you like?  ,0.6863625,0.6060217,0.56403995
Many children are born everyday.,Many children are born every day.  ,"Each day, many children are born.  ","Every day, a multitude of children are born.",0.94358414,0.82465476,0.72473425
My father used to be tall but now he's short.,My father used to be tall but now he is short.  ,"In the past, my father was tall, and now he's short.  ",My father was once tall and now has become short in height.  ,0.9794273,0.8259311,0.70692503
Maybe the two of us can leave tomorrow.,Perhaps the two of us will go together tomorrow.  ,Maybe we will go together sometime tomorrow.  ,There's a chance we'll go together at some time tomorrow.  ,0.79168177,0.6369788,0.51732224
What did he/she decide to tell John?,I decided to tell John what to do.  ,I decided to tell John what he needs to do.  ,I decided to instruct John on what to do.  ,0.46649447,0.42267483,0.38428083
Maybe his/her car is here.,Maybe their car is here.  ,Their vehicle might be here.  ,It’s possible their vehicle is here.,0.77396256,0.65602905,0.56201315
I already announced that it will rain tomorrow.,I have finished announcing that it will rain tomorrow.  ,I've finished announcing that rain is expected tomorrow.  ,I finished making the announcement about rain tomorrow.  ,0.8058633,0.7003551,0.5904628
"I used to read the New York Times, but now I read the Boston Globe and wow it's different.","I used to regularly read the New York Times a long time ago, but now I forget about it and read the Boston Globe, it is surprisingly different.  ","Back then, I would often read the New York Times, but now I forgot about it and find the Boston Globe to be surprisingly different.  ","I used to be in the habit of reading the New York Times for a long time, now I tend to forget it and go for the Boston Globe, which is quite a shock.  ",0.70581716,0.66853243,0.5761498
"Wow, it's raining now, whatever, I'm going out still.","Wow, it's raining so badly now, forget it, I'm not going out.  ","Wow, awful, it's raining, forget going out now.  ","Wow, awful rain now, forget it, I can't go outside.  ",0.7103005,0.6399249,0.5736346
The president and his wife arrived together.,The President's wife arrives together with two others.  ,The wife of the President arrived with two people.  ,The wife of the President is coming with two people.  ,0.6848573,0.63154715,0.55377066
The man decided to read a book tomorrow.,The five men decided to read the book tomorrow.  ,The five men have finished deciding to read the book tomorrow.  ,Five men will read the book tomorrow after finishing their decision.  ,0.77007604,0.65528816,0.5048351
Maybe John and Mary will decide to work together now.,They might have decided to work with John and Mary now.   ,It may be that they have decided to work with John and Mary.  ,There’s a chance that group decided to work with John and Mary now.  ,0.7472875,0.6341094,0.51371574
My car is fancy and blue.,My car is fancy and blue.  ,I drive a fancy blue car.  ,"I own a big, fancy, blue car.  ",0.99999857,0.7717945,0.7443736
What did the man tell him/her?,Five men finished telling her what to do; what happened then?  ,The five men stopped describing what you should do; what did they say then?  ,The five men ceased their explanation of what to do; what followed?,0.38280213,0.32690507,0.2361587
Mary knows many different languages.,Mary knows many different languages.  ,Mary has knowledge of many different languages.  ,Mary has the ability to communicate in many different languages.,0.9999989,0.84315616,0.74413097
All the men left together.,The group of five men all left together steadily.  ,All five men left the group together and went steadily.  ,Five men in a group all went together steadily.  ,0.69349355,0.66014767,0.5333176
"If it stops raining tomorrow, I will leave.","If it stops raining tomorrow, I'll leave.  ","If tomorrow the rain stops, I will go.  ","If it doesn't rain tomorrow, I'll go.  ",0.97860193,0.8340513,0.73837936
I know that he/she finished reading the book.,I know he finished reading the book.  ,I know he has finished reading the book.  ,I am aware they finished reading the book.  ,0.74007773,0.67196834,0.643044
"Wow, his/her friend is a tall man.","Wow, their friend is indeed a tall adult man.  ","Wow, their friend is really a very tall adult man.  ","Wow, their friend is really an adult man who is tall.  ",0.7252569,0.7106738,0.63437885
I know he/she reads a lot of books.,I know you read a lot of books.  ,"You read a lot of books, I know that.  ",I am aware you have read many books.  ,0.69132835,0.60260415,0.55019104
I don't want to go out; it's raining now.,I really don't want to go out in the rain now.  ,I don't feel like going out in the rain now.  ,I'm not in the mood to go out in the rain at the moment.  ,0.72784317,0.6678522,0.57812685
Who was born in September? My brother and my father.,"I was born in September, who is my brother and father?",Who is my brother and my father if I was born in September?,"I was born in September, who are my sibling and dad?",0.6063007,0.5496638,0.5100835
"Wow, that man knows George Clooney.","Wow, those five men know George Clooney.  ","Wow, it's awful that those five men know George Clooney.  ","Who would have thought, those five men know George Clooney?",0.8566978,0.707786,0.55689335
Now there is a big expensive house. It's really beautiful.,Now there is a really beautiful big house.  ,Now they have a really beautiful big house.  ,A truly beautiful big house is there now.  ,0.8199905,0.7249652,0.6212751
"Wow, someone told me that the president might get fired.","Wow, someone informed me the president might get fired, not sure.  ","Wow, something told me perhaps the president will get fired, I don't know.  ","Wow, something said possibly the president is fired, I don’t know.  ",0.8073625,0.6459205,0.5114989
"I know, he/she already told me.",I know they already told me before.  ,I was already informed by them.  ,I heard from them before.  ,0.6259895,0.49694446,0.37617505
My car is different now. It's small not big.,"The car I have now is different; it's small, not big.  ","The car I own now is different, small instead of big.  ","Now my car is not big; it's different, it's small.  ",0.81432474,0.73041207,0.58573043
The man decided he didn't want a big car; he prefers a small car.,"Those five men decided they don't want a big car, they prefer a small car.  ","The group of five men decided they don't want a big car, preferring smaller ones.  ","They prefer a small car over a big car, according to the five men.  ",0.8048081,0.6758987,0.5645962
Mary used to live in Boston.,Mary used to live in Boston many years ago.  ,Mary lived in Boston a long time ago.  ,Mary once lived in Boston a long time past.  ,0.8042342,0.70403546,0.63976175
He/She used to own a big boat.,He received the two big boats long ago.,He accepted the two big boats a long time ago.,He accepted the two large boats long ago.,0.45564744,0.4122788,0.3825362
"Wow, he/she left fast.","Wow, they left fast.   ","Wow, they quickly departed.","Wow, they rushed off.  ",0.78355694,0.7065899,0.5657489
Mary has many different friends.,Mary has many different friends.  ,Mary has a variety of friends.  ,Mary is connected to a diverse group of friends.,1.0,0.81958157,0.65379035
"Last year, we read a lot of books.","Last year, together we read many books.","Last year, I read many books with you all.",I read numerous books with all of you last year.,0.8117124,0.7355085,0.69725966
I got a B on last week's test.,"I had a test last week, and on part B, I got a grade of B.  ","Last week, on an indefinite test part, I got a B.  ","Last week, I had an hour-long test on part B.  ",0.6855545,0.60275704,0.532867
I'm going out again next week to spend all my money.,Next week I'm leaving to spend money again.  ,I am departing next week to spend money again.  ,I will be spending money again when I depart next week.  ,0.7268522,0.6669234,0.5789949
I already went out and saw the movie.,"I went out to see a movie, and it's over now.  ","I left to see a movie, which has now finished.  ","I was leaving to go watch a movie, now it's done.  ",0.6159021,0.52205706,0.38294765
I hope I pass the test next week.,I hope I pass the test next week.  ,"Next week, I hope I pass the test.  ","Next week, my hope is to pass the test.",0.9999989,0.85706156,0.77985686
I'm going to the movies again next week.,I am going to the movies again next week.  ,I have plans to go again to that movie next week.  ,I’ll be at that theater again next week.  ,0.9863591,0.787346,0.6369781
This week I didn't save money.,Did you save money this week or not?  ,Are you saving money this week or not?  ,Have you been planning to save money this week or not?,0.6050904,0.5623638,0.5180229
I'm studying this week for the test.,I am studying this week for the test.  ,I study this week for the test.  ,"This week, I will study for the test.  ",0.9890018,0.91181546,0.8558047
I just arrived now.,I just arrived. ,I arrived recently. ,"Just recently, I came.",0.876311,0.73890877,0.6124125
I hope John arrives on time next week.,I hope John will arrive on time next week.  ,I hope that next week John will arrive on time.  ,"Next week, hopefully John will be on time.  ",0.9404597,0.8021223,0.57892144
Last week John arrived late.,"Last week, John arrived late and it was frustrating.  ",The frustration was because John came late last week.  ,Last week's lateness of John caused frustration.  ,0.76744217,0.68640876,0.54093003
"Tonight, I'm going to a movie.","Tonight, I am going to a movie.  ","Tonight, I'm going out for a film.  ","Tonight, I'm stepping out for a movie.  ",0.9523044,0.807811,0.71250355
I went shopping and spent two hundred dollars.,"After shopping, I spent roughly two hundred dollars.  ",I completed buying and spent nearly two hundred dollars.  ,"Once I was done buying, I spent approximately two hundred dollars.  ",0.7906392,0.7082928,0.6649694
"Thirdly, the hospital often will discuss about the communication options.",A third person often communicates with others about future hospital options.  ,Someone among the third often discusses the future of hospital communication.  ,Some third individual often considers the options for future hospital discussions.  ,0.5123395,0.44801104,0.40829125
"It seems that parents must choose one between oralism, cochlear implant, sign language or cued-speech. They can't pick all of the options.","It seems they must choose one from the list: speech or oral, cochlear implant, use sign language, or cued speech. They cannot choose all.  ","It seems one option must be picked first: either speech/oral, cochlear implant, sign language, or cued speech, and not all can be chosen.  ","It seems that selection is mandatory for one from the list: speech, cochlear implant, sign language, or cued speech, and all cannot be picked.  ",0.6841994,0.6149009,0.5240878
"It is very intimidating. There will be seven professionals informing the two parents that their child seem to be sick or have the ""cancer"".",The quote seventy-two informed me they look sick with a possible cancer.  ,"Quote seventy-two told me they appear to be suffering, possibly from cancer.  ",That quote/topic about seventy-two informed me that they seem sick with some kind of cancer.  ,0.27274945,0.22605227,0.20349827
That's how powerful the language is.,That's why my language is powerful and resilient.  ,"Therefore, this language is strong and enduring.  ","Hence, my language is potent and unsinkable.  ",0.6515241,0.5308939,0.46090958
"We will be talking about early intervention now. When parents gives a birth to a baby, the baby would go to a hearing screening.",The next theme in early intervention involves parents having a baby and proceeding to a screening.  ,The upcoming topic in early intervention includes a time when parents have a baby and then go to screen.  ,The coming topic in early times will include when parents give birth and go for a filter.  ,0.47019064,0.37751073,0.29922917
One group would use the word HIT; other group uses SMASHED; and another group uses COLLIDED. I think there are four or five different words/groups.,"He used the word ""hit"" and they used the word ""smashed"" next to ""collided.""  ","He preferred the word ""hit,"" while they preferred ""smashed"" beside ""collided.""  ","He indicated ""hit,"" and they indicated ""smashed"" near ""collided.""  ",0.31544816,0.27608013,0.17840506
Then they would ask the HIT group about the car and whether if the glass was broken.,Did you ask if the car was hit and the glass broken?  ,Did you ask about the car being hit and the tooth broken?  ,Is the question about the car being hit and tooth getting broken?  ,0.51665336,0.3787111,0.2956022
There is another research in Australia with the similar idea.,There is other research in Australia with a similar idea group together.  ,"Some research in Australia, the same idea group gathered.  ",Research different in Australia adopts the same idea in a group together.,0.7334824,0.54401636,0.4487537
"There are two groups with same guidelines. One group has Deaf professionals being involved, while another group did not.","This group looking for words together has Deaf people in it, but the other group does not have anything.  ","The group looking for words is clustered here, involving Deaf people, while over there has nothing between them.  ","Looking for words over there, they're in the same category as the group, including Deaf individuals here, but not there.  ",0.45147908,0.3204108,0.22997412
The researches have proven that a child with a Deaf mentor often perform better. There is a research that studies two groups from Utah and Tennessee.,It is often proven by research that deaf mentors coming into a situation perform better than study groups in Utah or Tennessee.  ,Research often indicates that the influence of a deaf mentor results in superior actions compared to Utah and Tennessee study groups.  ,Research frequently suggests that having a mentor directly involved—a deaf mentor in this case—yields better actions than Utah or Tennessee study groups.  ,0.47200307,0.45568135,0.30617693
The early intervention services for both groups had the same checklist.,Both of them include the same list for early comparison.  ,Both of them included in the comparison are the same list as before.  ,Both of their early include and involve the same list for comparison.  ,0.43600565,0.3669918,0.3166987
Why don't we discuss it as the journey through experience?,Why aren't we talking about my journey through the experience?,Why not have a discussion about my journey through that experience?  ,Why not chat about my journey through that experience?  ,0.665598,0.5866508,0.49823597
Ask the next group how fast were the cars going before they COLLIDED.,How fast was the car going when it went out of the next group before the five-range collision occurred?  ,"Before they collided, how fast did the car go out from the next group in up to five ranges?  ",How much time did it take for the car to go out of the next group before the collision in all five ranges ended?,0.47726697,0.4016398,0.29510355
It seems like the hospital needed to intervene because the parents were doing lousy job with their child.,"It looks like the hospital may need to get involved with the mother and father, who mean well but aren't acting properly.  ","It seems that the hospital should interrupt the parents because, although well-meaning, they are not doing their job well enough.  ","The hospital ought to intervene with the mother and father, as they mean well but have not taken positive action yet.  ",0.5292284,0.47006634,0.3767638
"The baby is just deaf. It's not their fault, they're doing perfectly fine.",The baby is deaf; it's not their fault and they are managing fine.  ,The baby is deaf but it's not the parents' fault; they're handling it fine.  ,Their baby is deaf but it's not their fault; everything is fine.  ,0.78857005,0.6945089,0.6520097
"Of course the parents would be scared. ""I am sorry"" is never a good thing.",Both parents are really afraid to even know because they never apologized for doing the right thing.  ,"Naturally, both parents are extremely nervous to know since they didn't ever regret doing the right thing.  ","Definitely, both my mother and father are scared to face knowing because they've never felt bad for when things were good.",0.38624865,0.35948497,0.25467533
"Similarly, the study asks them how fast were the cars going before they crashed into each other.","Refer to the other list and ask, in the middle, how fast were the two cars before the accident occurred.  ","The same other list, ask the middle of the order, how fast were the cars before the accident?  ","From the same other list, in the middle, how fast were the two cars prior to the accident?  ",0.49363074,0.44662488,0.39551207
The study notices how the HIT group thinks that the glass wasn't broken at all.,"Notice, I see that their business is hit hard, they tend to say no work at all, breaking like glass.  ","Notice, oh, I see their business has been hit and they tend to say there's no work, nothing left, breaking like glass.  ","Notice, oh, I realize business gets hit, tending to say no more work, breaking apart like a tooth.",0.24947609,0.1582879,0.10551773
Then they regathered the groups a week later and asked them some questions.,"Then one week later, the two groups asked each other questions.  ","Then, a week later, both groups were asking questions alternately.  ","Later, one week after, the groups asked each other repeatedly.  ",0.55960983,0.48564714,0.38972446
"Therefore, overall, there's a missing link. If we change that, it will influence the deaf children to develop better.","That total has gone down. If you change that often, I advise you to influence those children to develop better.  ","The total is gone. If that changes often, then it's best to influence those children towards better development.  ","If the total is gone and changes happen often, advising for influence can help the children develop better.  ",0.4837648,0.44546437,0.34105274
"They often use the word ""diagnosis"" It's very negative and it's used for more negative references, such as sickness or cancer. Or maybe terminal illness.","They often use the word ""diagnosis"" with a very negative topic like sickness or cancer, maybe terminal.  ","It is common to use the word ""diagnosis"" in a negative context, with topics like illness or cancer, maybe terminal.  ","People often talk about ""diagnosis"" in very negative contexts like diseases or cancer, sometimes terminal.  ",0.6765785,0.57831365,0.54217213
It makes sense because the parents will learn from the Deaf mentor after including him/her in the family. The parents will start to realize how important it is to involve in the Deaf community.,"I am deciding because my parents, as my mentors, understood that involving me and the community is necessary.  ","I'm debating because my mentor, essentially my parents, knows they have to involve both me and the community.  ","I am reflecting because my mentor, which are my mom and dad, believe that they must involve me, and my parents have to involve the community.  ",0.34069607,0.2800207,0.20761651
